-24,0.1
-22,0.2
-20,0.3
-18,0.5
-16,0.8
-14,1.3
-12,1.7
-10,2.6
-8,4.5
-6,7.6
-4,12.3
-2,18.0
0,19.6
2,18.1
4,12.2
6,7.5
8,4.5
10,2.6
12,1.8
14,1.1
16,0.8
18,0.4
20,0.3
22,0.1
24,0
