
-16,0.1
-14,0.1
-12,0.7
-10,0.9
-8,1.4
-6,3.1
-4,6.3
-2,11.5
0,15.50
2,11.4
4,6.1
6,2.9
8,1.5
10,1.1
12,0.6
14,0.2
16,0
